id,score_date,csat_score,csat_response_rate,nps_score,nps_score_all_time,avg_nps_rating,avg_nps_rating_all_time,outreach_call_90dayflag,num_low_sev_outages,num_high_sev_outages,has_high_sev_outage,months_since_high_sev_outage,num_tickets_deflected,max_tickets_per_agent
JMAN_9016831,2023-01-27,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,6.0,0.0,0.0,10.0,0.0,1.0
JMAN_18411228,2023-01-06,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,9.043199429945666,0.0,0.0
JMAN_10361494,2023-03-24,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,10.0,0.0,0.0,1.0,0.0,0.0
JMAN_18409952,2023-01-13,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,1.0,0.0,0.0,0.0,9.043199429945666,0.0,0.0
JMAN_2468132,2023-02-17,0.0,0.0,9.401423027166883,0.0,6.782406209573092,8.0,0.0,11.0,0.0,0.0,5.0,0.0,1.0
JMAN_9005782,2023-02-10,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,8.0,0.0,0.0,3.0,0.0,0.0
JMAN_9023427,2023-03-03,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,18.0,1.0,1.0,1.0,0.0,0.0
JMAN_9002816,2023-01-27,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,8.0,0.0,0.0,10.0,0.0,31.0
JMAN_18391384,2023-03-10,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,9.043199429945666,0.0,0.0
JMAN_9773302,2023-01-06,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,5.0,0.0,0.0,3.0,0.0,1.0
JMAN_13717602,2023-03-03,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,11.0,0.0,0.0,9.043199429945666,0.0,13.0
JMAN_2468379,2023-02-24,100.0,25.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,12.0,0.0,0.0,11.0,0.0,61.0
JMAN_2475116,2023-03-03,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,11.0,0.0,0.0,12.0,0.0,0.0
JMAN_11710046,2023-01-20,100.0,38.0,9.401423027166883,100.0,6.782406209573092,10.0,0.0,0.0,0.0,0.0,9.043199429945666,5.0,36.0
JMAN_11265556,2023-03-24,0.0,0.0,9.401423027166883,100.0,6.782406209573092,10.0,0.0,8.0,0.0,0.0,12.0,0.0,23.0
JMAN_9034116,2023-02-10,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,12.0,0.0,0.0,11.0,0.0,227.0
JMAN_9744797,2023-03-03,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,4.0,0.0,0.0,3.0,0.0,1.0
JMAN_2472023,2023-01-13,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,2.0,0.0,0.0,1.0,0.0,5.0
JMAN_2459144,2023-02-24,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,1.0,0.0,0.0,0.0,20.0,0.0,44.0
JMAN_9810546,2023-01-20,50.0,13.0,0.0,0.0,8.0,8.0,0.0,9.0,0.0,0.0,6.0,0.0,58.0
JMAN_2461321,2023-03-24,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,8.0,0.0,0.0,12.0,0.0,545.0
JMAN_10303029,2023-01-13,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,6.0,0.0,0.0,4.0,0.0,278.0
JMAN_2457086,2023-03-17,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,11.0,0.0,0.0,6.0,0.0,5.0
JMAN_2478859,2023-01-13,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,9.0,0.0,0.0,10.0,0.0,71.0
JMAN_10078002,2023-03-10,80.0,45.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,9.0,0.0,0.0,8.0,0.0,46.0
JMAN_9839217,2023-03-10,100.0,100.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,21.0,0.0,3.0
JMAN_9387901,2023-01-13,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,6.0,1.0,1.0,1.0,0.0,0.0
JMAN_2460501,2023-03-10,0.0,33.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,21.0,1.0,262.0
JMAN_11272416,2023-01-27,0.0,0.0,9.401423027166883,100.0,6.782406209573092,10.0,0.0,8.0,0.0,0.0,3.0,21.0,8.0
JMAN_9022859,2023-03-03,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,10.0,0.0,0.0,6.0,0.0,65.0
JMAN_2439655,2023-03-31,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,7.0,0.0,0.0,12.0,0.0,0.0
JMAN_10190396,2023-02-24,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,15.0,1.0,1.0,0.0,0.0,55.0
JMAN_9552552,2023-01-20,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,13.0,0.0,0.0
JMAN_14142262,2023-01-20,100.0,14.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,9.043199429945666,24.0,14.0
JMAN_9275311,2023-01-06,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,1.0,4.0,0.0,0.0,10.0,0.0,0.0
JMAN_9003648,2023-01-20,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,7.0,0.0,0.0,4.0,9.0,4.0
JMAN_476335,2023-02-17,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,1.0,11.0,1.0,1.0,0.0,0.0,168.0
JMAN_11126390,2023-02-17,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,9.0,1.0,1.0,1.0,0.0,295.0
JMAN_9043466,2023-02-24,100.0,14.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,20.0,0.0,104.0
JMAN_2328487,2023-03-03,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,7.0,0.0,0.0,4.0,0.0,2.0
JMAN_18354320,2023-03-24,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,9.043199429945666,0.0,0.0
JMAN_9004984,2023-01-27,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,8.0,0.0,0.0,3.0,0.0,1.0
JMAN_10967092,2023-03-03,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,17.0,0.0,1.0
JMAN_9999715,2023-02-24,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,1.0,0.0,0.0,0.0,16.0,0.0,252.0
JMAN_2458864,2023-01-20,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,13.0,0.0,72.0
JMAN_12791979,2023-01-13,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,1.0,0.0,0.0,0.0,9.043199429945666,0.0,7.0
JMAN_9008035,2023-02-24,100.0,43.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,14.0,0.0,76.0
JMAN_9008035,2023-01-27,100.0,43.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,13.0,0.0,525.0
JMAN_9203571,2023-03-17,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,10.0,0.0,0.0,12.0,0.0,0.0
JMAN_14450264,2023-03-24,100.0,25.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,9.043199429945666,4.0,4.0
JMAN_9669396,2023-02-03,100.0,17.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,10.0,0.0,0.0,11.0,0.0,46.0
JMAN_12472512,2023-02-24,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,9.043199429945666,0.0,0.0
JMAN_9003424,2023-02-17,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,20.0,36.0,153.0
JMAN_9023808,2023-01-13,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,5.0,0.0,0.0,2.0,0.0,238.0
JMAN_9327351,2023-02-10,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,12.0,0.0,0.0,11.0,0.0,50.0
JMAN_18410807,2023-01-20,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,9.043199429945666,0.0,0.0
JMAN_2437417,2023-03-17,0.0,0.0,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,182.0
JMAN_9021938,2023-03-24,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,21.0,0.0,4.0
JMAN_2458020,2023-03-17,100.0,100.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,1.0,0.0,0.0,0.0,21.0,0.0,72.0
JMAN_13993883,2023-01-06,0.0,0.0,100.0,100.0,10.0,10.0,0.0,0.0,0.0,0.0,9.043199429945666,11.0,125.0
JMAN_9071046,2023-01-13,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,2.0,0.0,0.0,1.0,0.0,89.0
JMAN_9026440,2023-02-17,100.0,100.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,14.0,0.0,0.0
JMAN_2463960,2023-03-31,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,5.0,0.0,0.0,1.0,0.0,0.0
JMAN_10364413,2023-03-17,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,10.0,0.0,0.0,12.0,0.0,9.0
JMAN_2449317,2023-01-13,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,2.0,0.0,0.0,1.0,0.0,0.0
JMAN_2473478,2023-03-31,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,21.0,0.0,71.0
JMAN_2439200,2023-03-03,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,18.0,1.0,1.0,1.0,0.0,0.0
JMAN_2452274,2023-01-13,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,5.0,0.0,0.0,3.0,0.0,0.0
JMAN_18391348,2023-02-03,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,9.043199429945666,0.0,0.0
JMAN_2476016,2023-03-24,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,10.0,0.0,0.0,12.0,0.0,88.0
JMAN_2453701,2023-03-10,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,21.0,25.0,17.0
JMAN_11265556,2023-03-10,0.0,0.0,9.401423027166883,100.0,6.782406209573092,10.0,0.0,6.0,0.0,0.0,12.0,0.0,17.0
JMAN_2468805,2023-03-17,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,14.0,0.0,0.0,1.0,0.0,2.0
JMAN_11200796,2023-03-17,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,14.0,0.0,0.0,1.0,0.0,31.0
JMAN_11118444,2023-01-27,100.0,25.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,8.0,0.0,0.0,10.0,0.0,222.0
JMAN_9023120,2023-03-10,100.0,33.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,8.0,0.0,0.0,6.0,0.0,4.0
JMAN_9383192,2023-03-10,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,8.0,0.0,0.0,6.0,0.0,3.0
JMAN_9803968,2023-03-17,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,9.0,0.0,0.0,8.0,0.0,5.0
JMAN_9031290,2023-01-13,100.0,29.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,6.0,0.0,0.0,4.0,0.0,0.0
JMAN_9029087,2023-03-10,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,10.0,0.0,0.0,12.0,0.0,0.0
JMAN_2473827,2023-01-20,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,7.0,0.0,0.0,4.0,0.0,3.0
JMAN_9086153,2023-02-10,50.0,50.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,10.0,0.0,0.0,11.0,0.0,66.0
JMAN_9003408,2023-03-24,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,8.0,0.0,0.0,12.0,0.0,0.0
JMAN_9014366,2023-03-31,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,11.0,0.0,0.0,6.0,0.0,15.0
JMAN_2448264,2023-02-24,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,12.0,0.0,0.0,11.0,0.0,8.0
JMAN_9026918,2023-03-17,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,8.0,0.0,0.0,4.0,0.0,0.0
JMAN_2463786,2023-01-27,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,8.0,0.0,0.0,3.0,0.0,0.0
JMAN_2461549,2023-01-20,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,19.0,0.0,97.0
JMAN_2465336,2023-02-03,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,20.0,0.0,0.0
JMAN_12472512,2023-02-10,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,9.043199429945666,0.0,3.0
JMAN_2469170,2023-03-17,100.0,50.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,21.0,0.0,0.0
JMAN_9037476,2023-02-03,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,10.0,0.0,0.0,5.0,0.0,0.0
JMAN_2464850,2023-03-10,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,15.0,0.0,0.0
JMAN_2457464,2023-03-31,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,15.0,0.0,151.0
JMAN_2447281,2023-02-03,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,10.0,0.0,0.0,5.0,0.0,0.0
JMAN_2457464,2023-01-27,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,13.0,0.0,111.0
JMAN_2450157,2023-01-13,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,9.0,0.0,0.0,10.0,0.0,0.0
JMAN_9027650,2023-01-13,0.0,0.0,100.0,100.0,10.0,10.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0
JMAN_9041676,2023-03-17,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,11.0,0.0,0.0,6.0,0.0,0.0
JMAN_9014565,2023-03-31,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,7.0,0.0,0.0,12.0,0.0,0.0
JMAN_9036481,2023-02-24,0.0,0.0,9.401423027166883,100.0,6.782406209573092,9.0,0.0,0.0,0.0,0.0,20.0,0.0,84.0
JMAN_9028070,2023-03-24,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,12.0,0.0,0.0
JMAN_2476152,2023-03-31,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,5.0,0.0,0.0,1.0,0.0,97.0
JMAN_18057083,2023-02-03,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,9.043199429945666,0.0,0.0
JMAN_9035528,2023-02-03,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,10.0,0.0,0.0,11.0,0.0,110.0
JMAN_2453581,2023-03-03,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,10.0,0.0,0.0,6.0,0.0,67.0
JMAN_2473799,2023-03-31,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,11.0,0.0,0.0,6.0,0.0,32.0
JMAN_2468805,2023-03-03,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,18.0,1.0,1.0,1.0,0.0,4.0
JMAN_2474070,2023-01-20,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,7.0,0.0,0.0,4.0,0.0,1.0
JMAN_11201598,2023-03-24,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,8.0,1.0,1.0,0.0,0.0,32.0
JMAN_2379983,2023-02-17,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,14.0,0.0,0.0
JMAN_2457132,2023-02-03,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,10.0,0.0,0.0,11.0,6.0,1213.0
JMAN_18409956,2023-01-06,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,9.043199429945666,0.0,0.0
JMAN_18149360,2023-01-20,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,9.043199429945666,0.0,0.0
JMAN_18149360,2023-01-13,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,9.043199429945666,0.0,0.0
JMAN_17630843,2023-03-24,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,9.043199429945666,0.0,0.0
JMAN_9079368,2023-03-31,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,11.0,0.0,0.0,6.0,0.0,333.0
JMAN_10592358,2023-03-10,100.0,20.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,10.0,0.0,0.0,2.0,0.0,124.0
JMAN_9034089,2023-03-10,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,8.0,0.0,0.0,6.0,0.0,21.0
JMAN_18354320,2023-01-20,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,9.043199429945666,0.0,0.0
JMAN_9747161,2023-03-24,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,10.0,0.0,0.0,12.0,0.0,9.0
JMAN_9034647,2023-03-31,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,8.0,0.0,0.0,12.0,0.0,0.0
JMAN_9702646,2023-02-24,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,9.0,1.0,1.0,1.0,0.0,47.0
JMAN_9001490,2023-03-03,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,11.0,0.0,0.0,12.0,0.0,2.0
JMAN_10535735,2023-02-03,0.0,0.0,9.401423027166883,0.0,6.782406209573092,8.0,0.0,10.0,0.0,0.0,7.0,1.0,554.0
JMAN_2454712,2023-02-03,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,10.0,0.0,0.0,11.0,0.0,0.0
JMAN_2453288,2023-02-17,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,11.0,1.0,1.0,0.0,0.0,249.0
JMAN_18410392,2023-01-27,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,1.0,0.0,0.0,0.0,9.043199429945666,0.0,0.0
JMAN_2319823,2023-02-10,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,8.0,0.0,0.0,3.0,0.0,29.0
JMAN_9129318,2023-01-06,100.0,5.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,19.0,35.0,474.0
JMAN_2481898,2023-03-17,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,10.0,0.0,0.0,12.0,0.0,0.0
JMAN_9004606,2023-01-06,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,1.0,3.0,0.0,0.0,1.0,0.0,0.0
JMAN_2475394,2023-02-24,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,12.0,0.0,0.0,11.0,0.0,26.0
JMAN_15078349,2023-02-24,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,9.043199429945666,0.0,0.0
JMAN_2481325,2023-03-10,100.0,50.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,10.0,0.0,0.0,12.0,0.0,58.0
JMAN_2396226,2023-02-24,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,9.0,0.0,0.0,7.0,0.0,0.0
JMAN_9021651,2023-03-10,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,8.0,0.0,0.0,6.0,0.0,0.0
JMAN_9022776,2023-03-24,0.0,0.0,100.0,100.0,10.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,177.0
JMAN_9242624,2023-02-03,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,14.0,0.0,280.0
JMAN_2474033,2023-03-10,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,10.0,0.0,0.0,12.0,0.0,0.0
JMAN_9026440,2023-02-03,100.0,100.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,14.0,0.0,0.0
JMAN_9056184,2023-02-10,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,11.0,0.0,0.0,5.0,0.0,0.0
JMAN_2482561,2023-02-10,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,8.0,0.0,0.0,3.0,0.0,19.0
JMAN_2456281,2023-02-17,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,8.0,0.0,0.0,11.0,0.0,6.0
JMAN_11249333,2023-03-24,100.0,20.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,17.0,0.0,97.0
JMAN_9021732,2023-01-13,0.0,0.0,9.401423027166883,100.0,6.782406209573092,10.0,0.0,9.0,0.0,0.0,10.0,0.0,4.0
JMAN_9059722,2023-02-24,100.0,33.0,0.0,0.0,7.0,7.0,0.0,12.0,0.0,0.0,5.0,1.0,186.0
JMAN_2433825,2023-02-24,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,15.0,1.0,1.0,0.0,0.0,4.0
JMAN_18127929,2023-02-10,0.0,0.0,9.401423027166883,19.244149272612272,6.782406209573092,7.286464263124604,0.0,0.0,0.0,0.0,9.043199429945666,0.0,0.0
