id,score_date,discount_arr_usd,team_plus,pro_plus,ent_plus,discount_arr_usd_percentage,product_counts_percentage,total_pool_max_agents
JMAN_2457086,2023-03-17,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2478859,2023-01-13,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_10078002,2023-03-10,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9839217,2023-03-10,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9387901,2023-01-13,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_2460501,2023-03-10,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_11272416,2023-01-27,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9022859,2023-03-03,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_2439655,2023-03-31,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_10190396,2023-02-24,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9552552,2023-01-20,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_14142262,2023-01-20,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9275311,2023-01-06,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9003648,2023-01-20,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_476335,2023-02-17,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_11126390,2023-02-17,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9043466,2023-02-24,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_2328487,2023-03-03,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_18354320,2023-03-24,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9004984,2023-01-27,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_10967092,2023-03-03,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9999715,2023-02-24,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2458864,2023-01-20,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_12791979,2023-01-13,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9008035,2023-02-24,-583.56,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9008035,2023-01-27,-583.56,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9203571,2023-03-17,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_14450264,2023-03-24,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9669396,2023-02-03,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_12472512,2023-02-24,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9003424,2023-02-17,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_9023808,2023-01-13,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_9327351,2023-02-10,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_18410807,2023-01-20,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2437417,2023-03-17,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9021938,2023-03-24,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_2458020,2023-03-17,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_13993883,2023-01-06,-3684.96,1.0,1.0,0.0,90.0,100.0,0.0
JMAN_9071046,2023-01-13,-617.4,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9026440,2023-02-17,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2463960,2023-03-31,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_10364413,2023-03-17,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_2449317,2023-01-13,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2473478,2023-03-31,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_2439200,2023-03-03,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_2452274,2023-01-13,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_18391348,2023-02-03,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2476016,2023-03-24,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2453701,2023-03-10,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_11265556,2023-03-10,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_2468805,2023-03-17,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_11200796,2023-03-17,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_11118444,2023-01-27,0.0,1.0,1.0,0.0,0.0,100.0,0.0
JMAN_9023120,2023-03-10,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9383192,2023-03-10,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9803968,2023-03-17,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9031290,2023-01-13,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9029087,2023-03-10,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_2473827,2023-01-20,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9086153,2023-02-10,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_9003408,2023-03-24,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9014366,2023-03-31,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2448264,2023-02-24,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9026918,2023-03-17,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_2463786,2023-01-27,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2461549,2023-01-20,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2465336,2023-02-03,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_12472512,2023-02-10,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2469170,2023-03-17,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_9037476,2023-02-03,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2464850,2023-03-10,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2457464,2023-03-31,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_2447281,2023-02-03,-437.4,1.0,1.0,0.0,150.0,100.0,0.0
JMAN_2457464,2023-01-27,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_2450157,2023-01-13,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9027650,2023-01-13,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9041676,2023-03-17,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9014565,2023-03-31,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9036481,2023-02-24,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9028070,2023-03-24,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_2476152,2023-03-31,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_18057083,2023-02-03,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9035528,2023-02-03,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_2453581,2023-03-03,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2473799,2023-03-31,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_2468805,2023-03-03,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_2474070,2023-01-20,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_11201598,2023-03-24,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2379983,2023-02-17,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2457132,2023-02-03,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_18409956,2023-01-06,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_18149360,2023-01-20,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_18149360,2023-01-13,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_17630843,2023-03-24,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9079368,2023-03-31,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_10592358,2023-03-10,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9034089,2023-03-10,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_18354320,2023-01-20,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9747161,2023-03-24,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9034647,2023-03-31,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9702646,2023-02-24,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9001490,2023-03-03,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_10535735,2023-02-03,-1500.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_2454712,2023-02-03,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_2453288,2023-02-17,0.0,1.0,1.0,0.0,100.0,130.0,0.0
JMAN_18410392,2023-01-27,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_2319823,2023-02-10,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_9129318,2023-01-06,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_2481898,2023-03-17,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9004606,2023-01-06,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2475394,2023-02-24,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_15078349,2023-02-24,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2481325,2023-03-10,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2396226,2023-02-24,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_9021651,2023-03-10,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9022776,2023-03-24,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9242624,2023-02-03,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_2474033,2023-03-10,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9026440,2023-02-03,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9056184,2023-02-10,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_2482561,2023-02-10,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_2456281,2023-02-17,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_11249333,2023-03-24,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9021732,2023-01-13,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_9059722,2023-02-24,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_2433825,2023-02-24,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_18127929,2023-02-10,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_18410388,2023-03-17,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_2462717,2023-01-13,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_2453359,2023-02-10,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_10575478,2023-02-17,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_9258120,2023-03-17,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2468303,2023-03-31,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_9004478,2023-02-10,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_18390982,2023-01-06,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9023149,2023-01-13,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_15982019,2023-02-24,0.0,1.0,1.0,0.0,100.0,80.0,0.0
JMAN_2481177,2023-01-06,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_9001356,2023-02-17,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2470297,2023-02-03,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_11604060,2023-02-24,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_2390400,2023-02-10,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2464269,2023-01-13,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9001380,2023-02-24,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_9021651,2023-02-03,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_2449317,2023-03-10,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2472373,2023-03-10,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2452751,2023-02-03,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_2457731,2023-03-31,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_2450544,2023-02-24,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9021157,2023-03-31,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_2447191,2023-02-03,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_1286382,2023-02-10,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_2478470,2023-02-10,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9036591,2023-01-20,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_2331419,2023-02-03,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2475429,2023-02-10,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_2475334,2023-03-31,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_2479512,2023-03-17,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9032708,2023-02-03,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_2461834,2023-02-24,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2445795,2023-03-31,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_2469134,2023-03-31,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_2447281,2023-02-17,-437.4,1.0,1.0,0.0,150.0,100.0,0.0
JMAN_11633303,2023-01-13,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2445669,2023-03-03,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_18362858,2023-03-03,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_2375196,2023-01-27,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9892189,2023-03-24,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9031450,2023-02-03,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_2483334,2023-03-10,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2475019,2023-01-20,0.0,1.0,1.0,0.0,100.0,30.0,0.0
JMAN_9471063,2023-03-24,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2478834,2023-01-20,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_16385554,2023-01-13,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9005021,2023-02-03,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2476115,2023-02-17,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_9051235,2023-02-17,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9391855,2023-02-10,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9018166,2023-01-13,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_9897409,2023-03-31,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_18410412,2023-02-24,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_2461712,2023-03-10,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_2472640,2023-03-24,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_2469134,2023-01-27,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_2464850,2023-02-10,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2442325,2023-01-13,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_9008468,2023-01-20,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_109835,2023-01-13,-3144.96,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_9075221,2023-01-27,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_18410830,2023-01-13,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9022859,2023-01-20,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9031253,2023-03-31,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_9003316,2023-03-24,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2468132,2023-02-24,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9036732,2023-02-24,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2482605,2023-02-03,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9059722,2023-01-13,0.0,1.0,1.0,1.0,0.0,40.0,0.0
JMAN_2351429,2023-02-10,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_18127929,2023-02-24,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_2462717,2023-02-03,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_9034076,2023-02-24,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9034076,2023-03-10,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9004072,2023-02-10,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_18390619,2023-03-17,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2453359,2023-03-10,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_10148809,2023-02-24,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_9029612,2023-01-13,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_10715453,2023-01-13,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_2449949,2023-01-20,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_16164717,2023-02-03,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9019742,2023-02-17,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_16090733,2023-03-31,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9002159,2023-02-17,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_2414128,2023-03-24,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2480262,2023-01-13,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_9030043,2023-01-13,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9028695,2023-03-31,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_2438346,2023-03-17,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2466569,2023-03-31,-828.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_2463062,2023-03-31,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_18839586,2023-03-17,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_15336980,2023-02-03,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9014349,2023-02-24,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_2451881,2023-03-10,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_12581551,2023-01-13,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_11272416,2023-02-24,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9357280,2023-01-13,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_2357251,2023-02-24,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_2465581,2023-01-13,0.0,1.0,1.0,0.0,100.0,30.0,0.0
JMAN_9000240,2023-03-31,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_14142262,2023-01-13,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2375471,2023-01-27,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2462569,2023-01-27,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9662440,2023-02-24,-27.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_2483316,2023-01-27,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_2452556,2023-03-31,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_2462717,2023-03-03,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_9036591,2023-03-17,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_10148809,2023-03-24,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_9016394,2023-03-31,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_12791979,2023-02-03,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_2452905,2023-01-13,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9033523,2023-03-17,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_9028182,2023-03-03,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_16090733,2023-03-03,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_2451330,2023-01-20,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2451905,2023-01-20,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2453288,2023-03-10,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2457086,2023-01-20,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2467540,2023-01-27,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9014349,2023-03-17,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_10281567,2023-03-31,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2474309,2023-01-20,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_9028556,2023-02-03,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_10489734,2023-02-10,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_18411228,2023-02-24,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_15702888,2023-01-27,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_16079210,2023-03-17,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_15806097,2023-02-24,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9007298,2023-02-03,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_18409944,2023-03-17,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9034141,2023-03-03,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_2478316,2023-01-20,-2555.4,1.0,1.0,1.0,-255440.0,100.0,0.0
JMAN_18409542,2023-03-17,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_2456801,2023-01-06,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_9026942,2023-02-03,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_2393214,2023-02-24,0.0,0.0,0.0,0.0,100.0,100.0,0.0
JMAN_9019962,2023-01-06,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9164427,2023-03-03,0.0,1.0,1.0,1.0,100.0,100.0,0.0
JMAN_12537206,2023-02-17,-552.96,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_9003564,2023-01-06,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_12472512,2023-03-31,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2472417,2023-03-03,0.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_11604060,2023-02-03,0.0,1.0,0.0,0.0,100.0,100.0,0.0
JMAN_14459683,2023-03-03,-891.0,1.0,1.0,0.0,100.0,100.0,0.0
JMAN_2481325,2023-01-06,0.0,1.0,1.0,0.0,100.0,100.0,0.0
